Year,region,Medal,Medal Count
2014,USA,Gold,9
2014,USA,Silver,7
2014,Ukraine,Bronze,1
2014,Ukraine,Gold,1
2014,Ukraine,Silver,0
2016,Algeria,Bronze,0
2016,Algeria,Gold,0
2016,Algeria,Silver,2
2016,Argentina,Bronze,0
2016,Argentina,Gold,3
2016,Argentina,Silver,1
2016,Armenia,Bronze,0
2016,Armenia,Gold,1
2016,Armenia,Silver,3
2016,Australia,Bronze,10
2016,Australia,Gold,8
2016,Australia,Silver,11
2016,Austria,Bronze,1
2016,Austria,Gold,0
2016,Austria,Silver,0
2016,Azerbaijan,Bronze,10
2016,Azerbaijan,Gold,1
2016,Azerbaijan,Silver,7
2016,Bahamas,Bronze,1
2016,Bahamas,Gold,1
2016,Bahamas,Silver,0
2016,Bahrain,Bronze,0
2016,Bahrain,Gold,1
2016,Bahrain,Silver,1
2016,Belarus,Bronze,4
2016,Belarus,Gold,1
2016,Belarus,Silver,4
2016,Belgium,Bronze,2
2016,Belgium,Gold,2
2016,Belgium,Silver,2
2016,Brazil,Bronze,6
2016,Brazil,Gold,7
2016,Brazil,Silver,6
2016,Bulgaria,Bronze,2
2016,Bulgaria,Gold,0
2016,Bulgaria,Silver,1
2016,Burundi,Bronze,0
2016,Burundi,Gold,0
2016,Burundi,Silver,1
2016,Canada,Bronze,15
2016,Canada,Gold,4
2016,Canada,Silver,3
2016,China,Bronze,26
2016,China,Gold,26
2016,China,Silver,18
2016,Colombia,Bronze,3
2016,Colombia,Gold,3
2016,Colombia,Silver,2
2016,Croatia,Bronze,2
2016,Croatia,Gold,5
2016,Croatia,Silver,3
2016,Cuba,Bronze,4
2016,Cuba,Gold,5
2016,Cuba,Silver,2
2016,Czech Republic,Bronze,7
2016,Czech Republic,Gold,1
2016,Czech Republic,Silver,2
2016,Denmark,Bronze,7
2016,Denmark,Gold,2
2016,Denmark,Silver,6
2016,Dominican Republic,Bronze,1
2016,Dominican Republic,Gold,0
2016,Dominican Republic,Silver,0
2016,Egypt,Bronze,3
2016,Egypt,Gold,0
2016,Egypt,Silver,0
2016,Estonia,Bronze,1
2016,Estonia,Gold,0
2016,Estonia,Silver,0
2016,Ethiopia,Bronze,5
2016,Ethiopia,Gold,1
2016,Ethiopia,Silver,2
2016,Fiji,Bronze,0
2016,Fiji,Gold,1
2016,Fiji,Silver,0
2016,Finland,Bronze,1
2016,Finland,Gold,0
2016,Finland,Silver,0
2016,France,Bronze,14
2016,France,Gold,10
2016,France,Silver,18
2016,Georgia,Bronze,4
2016,Georgia,Gold,2
2016,Georgia,Silver,1
2016,Germany,Bronze,15
2016,Germany,Gold,17
2016,Germany,Silver,10
2016,Greece,Bronze,2
2016,Greece,Gold,3
2016,Greece,Silver,1
2016,Grenada,Bronze,0
2016,Grenada,Gold,0
2016,Grenada,Silver,1
2016,Hungary,Bronze,4
2016,Hungary,Gold,8
2016,Hungary,Silver,3
2016,India,Bronze,1
2016,India,Gold,0
2016,India,Silver,1
2016,Individual Olympic Athletes,Bronze,1
2016,Individual Olympic Athletes,Gold,1
2016,Individual Olympic Athletes,Silver,0
2016,Indonesia,Bronze,0
2016,Indonesia,Gold,1
2016,Indonesia,Silver,2
2016,Iran,Bronze,4
2016,Iran,Gold,3
2016,Iran,Silver,1
2016,Ireland,Bronze,0
2016,Ireland,Gold,0
2016,Ireland,Silver,2
2016,Israel,Bronze,2
2016,Israel,Gold,0
2016,Israel,Silver,0
2016,Italy,Bronze,8
2016,Italy,Gold,8
2016,Italy,Silver,12
2016,Ivory Coast,Bronze,1
2016,Ivory Coast,Gold,1
2016,Ivory Coast,Silver,0
2016,Jamaica,Bronze,2
2016,Jamaica,Gold,6
2016,Jamaica,Silver,3
2016,Japan,Bronze,21
2016,Japan,Gold,12
2016,Japan,Silver,8
2016,Jordan,Bronze,0
2016,Jordan,Gold,1
2016,Jordan,Silver,0
2016,Kazakhstan,Bronze,10
2016,Kazakhstan,Gold,3
2016,Kazakhstan,Silver,5
2016,Kenya,Bronze,1
2016,Kenya,Gold,6
2016,Kenya,Silver,6
2016,Kosovo,Bronze,0
2016,Kosovo,Gold,1
2016,Kosovo,Silver,0
2016,Lithuania,Bronze,3
2016,Lithuania,Gold,0
2016,Lithuania,Silver,1
2016,Malaysia,Bronze,1
2016,Malaysia,Gold,0
2016,Malaysia,Silver,4
2016,Mexico,Bronze,2
2016,Mexico,Gold,0
2016,Mexico,Silver,3
2016,Mongolia,Bronze,1
2016,Mongolia,Gold,0
2016,Mongolia,Silver,1
2016,Morocco,Bronze,1
2016,Morocco,Gold,0
2016,Morocco,Silver,0
2016,Netherlands,Bronze,4
2016,Netherlands,Gold,8
2016,Netherlands,Silver,7
2016,New Zealand,Bronze,5
2016,New Zealand,Gold,4
2016,New Zealand,Silver,9
2016,Niger,Bronze,0
2016,Niger,Gold,0
2016,Niger,Silver,1
2016,Nigeria,Bronze,1
2016,Nigeria,Gold,0
2016,Nigeria,Silver,0
2016,North Korea,Bronze,2
2016,North Korea,Gold,2
2016,North Korea,Silver,3
2016,Norway,Bronze,4
2016,Norway,Gold,0
2016,Norway,Silver,0
2016,Philippines,Bronze,0
2016,Philippines,Gold,0
2016,Philippines,Silver,1
2016,Poland,Bronze,6
2016,Poland,Gold,2
2016,Poland,Silver,3
2016,Portugal,Bronze,1
2016,Portugal,Gold,0
2016,Portugal,Silver,0
2016,Puerto Rico,Bronze,0
2016,Puerto Rico,Gold,1
2016,Puerto Rico,Silver,0
2016,Qatar,Bronze,0
2016,Qatar,Gold,0
2016,Qatar,Silver,1
2016,Romania,Bronze,2
2016,Romania,Gold,1
2016,Romania,Silver,1
2016,Russia,Bronze,20
2016,Russia,Gold,19
2016,Russia,Silver,17
2016,Serbia,Bronze,2
2016,Serbia,Gold,2
2016,Serbia,Silver,4
2016,Slovakia,Bronze,0
2016,Slovakia,Gold,2
2016,Slovakia,Silver,2
2016,Slovenia,Bronze,1
2016,Slovenia,Gold,1
2016,Slovenia,Silver,2
2016,South Africa,Bronze,2
2016,South Africa,Gold,2
2016,South Africa,Silver,6
2016,South Korea,Bronze,9
2016,South Korea,Gold,9
2016,South Korea,Silver,3
2016,Spain,Bronze,6
2016,Spain,Gold,7
2016,Spain,Silver,4
2016,Sweden,Bronze,3
2016,Sweden,Gold,2
2016,Sweden,Silver,6
2016,Switzerland,Bronze,2
2016,Switzerland,Gold,3
2016,Switzerland,Silver,2
2016,Taiwan,Bronze,2
2016,Taiwan,Gold,1
2016,Taiwan,Silver,0
2016,Tajikistan,Bronze,0
2016,Tajikistan,Gold,1
2016,Tajikistan,Silver,0
2016,Thailand,Bronze,2
2016,Thailand,Gold,2
2016,Thailand,Silver,2
2016,Trinidad,Bronze,1
2016,Trinidad,Gold,0
2016,Trinidad,Silver,0
2016,Tunisia,Bronze,3
2016,Tunisia,Gold,0
2016,Tunisia,Silver,0
2016,Turkey,Bronze,4
2016,Turkey,Gold,1
2016,Turkey,Silver,3
2016,UK,Bronze,17
2016,UK,Gold,27
2016,UK,Silver,23
2016,USA,Bronze,38
2016,USA,Gold,46
2016,USA,Silver,37
2016,Ukraine,Bronze,4
2016,Ukraine,Gold,2
2016,Ukraine,Silver,5
2016,United Arab Emirates,Bronze,1
2016,United Arab Emirates,Gold,0
2016,United Arab Emirates,Silver,0
2016,Uzbekistan,Bronze,7
2016,Uzbekistan,Gold,4
2016,Uzbekistan,Silver,2
2016,Venezuela,Bronze,2
2016,Venezuela,Gold,0
2016,Venezuela,Silver,1
2016,Vietnam,Bronze,0
2016,Vietnam,Gold,1
2016,Vietnam,Silver,1
